 Year,Month,Rainfall,Temperature
1958,12,286.192,9.8044
1959,1,120.58,9.79621
1959,2,59.304,8.7827
1959,3,128.496,11.3332
1959,4,57.7308,13.2014
1959,5,86.7523,15.2575
1959,6,23.0938,19.4893
1959,7,11.3356,22.2808
1959,8,17.6252,21.9375
1959,9,85.5466,19.4905
1959,10,93.9934,16.0187
1959,11,120.905,11.3586
1959,12,163.631,9.24894
1960,1,121.083,8.34338
1960,2,196.196,9.7576
1960,3,160.157,11.7123
1960,4,45.7607,13.7049
1960,5,94.7393,16.5608
1960,6,27.9618,20.5919
1960,7,9.98956,21.5651
1960,8,12.6153,20.952
1960,9,41.7239,19.5515
1960,10,226.228,14.1177
1960,11,127.319,11.7469
1960,12,124.155,7.75425
1961,1,75.6268,7.65198
1961,2,32.1091,11.9136
1961,3,48.3614,14.0118
1961,4,90.7516,13.6398
1961,5,96.1853,17.906
1961,6,45.5083,19.9338
1961,7,26.5024,22.1334
1961,8,2.79289,23.6162
1961,9,50.2517,20.3337
1961,10,79.06,15.2294
1961,11,169.972,11.0872
1961,12,167.697,10.3304
1962,1,108.405,8.90935
1962,2,41.2966,8.93051
1962,3,193.336,10.4832
1962,4,50.297,13.3282
1962,5,21.7613,16.1364
1962,6,26.3761,20.3682
1962,7,6.32464,21.2917
1962,8,0.91114,22.8346
1962,9,42.75,20.8517
1962,10,97.9941,17.5626
1962,11,78.8674,9.44889
1962,12,83.024,7.71053
1963,1,219.151,8.3451
1963,2,189.796,7.34921
1963,3,102.08,10.5131
1963,4,108.895,12.867
1963,5,36.3062,16.0987
1963,6,47.6337,18.3871
1963,7,3.66463,22.1259
1963,8,4.04976,20.6515
1963,9,33.0189,18.8735
1963,10,47.701,17.9779
1963,11,260.585,12.0664
1963,12,201.207,8.09437
1964,1,43.1715,8.49703
1964,2,195.335,9.88325
1964,3,149.266,10.3528
1964,4,42.4663,12.6313
1964,5,23.1008,18.5083
1964,6,53.681,19.7568
1964,7,8.75786,22.2152
1964,8,5.40312,22.6258
1964,9,38.4562,22.0452
1964,10,36.4186,15.437
1964,11,38.2954,11.6123
1964,12,54.2585,7.01508
1965,1,101.998,7.82246
1965,2,77.285,7.62522
1965,3,127.676,11.3758
1965,4,13.13,13.6198
1965,5,16.9575,18.1001
1965,6,18.0131,20.4265
1965,7,4.51604,20.0673
1965,8,3.36783,22.1733
1965,9,110.71,17.6153
1965,10,176.728,15.8631
1965,11,159.782,10.6269
1965,12,112.604,9.23555
1966,1,200.616,10.7049
1966,2,249.006,10.6155
1966,3,4.37585,11.2464
1966,4,170.971,13.0555
1966,5,19.1309,17.1797
1966,6,39.9854,18.8159
1966,7,1.89017,21.4666
1966,8,20.4359,21.6427
1966,9,26.146,21.3233
1966,10,150.692,14.414
1966,11,73.5166,8.9522
1966,12,31.1904,8.51059
1967,1,80.5612,7.92602
1967,2,102.456,9.59328
1967,3,58.9307,12.7701
1967,4,40.9773,12.7551
1967,5,77.716,14.0467
1967,6,25.9076,19.3732
1967,7,0.57515,22.1884
1967,8,13.0721,21.607
1967,9,22.9897,19.0751
1967,10,68.1045,16.768
1967,11,130.365,11.187
1967,12,19.392,7.60491
1968,1,7.24004,8.70755
1968,2,206.814,9.23565
1968,3,75.1451,10.2919
1968,4,79.6444,12.2535
1968,5,55.8967,15.5287
1968,6,11.7748,19.9062
1968,7,1.53513,21.8985
1968,8,15.1135,21.7319
1968,9,43.7304,18.804
1968,10,61.8948,18.2636
1968,11,172.791,12.3698
1968,12,129.534,8.95317
1969,1,153.4,9.32371
1969,2,156.634,7.84405
1969,3,214.591,10.3935
1969,4,52.1015,12.4775
1969,5,93.3676,14.4677
1969,6,46.4464,18.0364
1969,7,6.45003,23.3907
1969,8,2.40602,22.3511
1969,9,86.5431,17.3492
1969,10,69.338,16.663
1969,11,115.113,10.4552
1969,12,58.465,7.49154
1970,1,330.826,9.56276
1970,2,34.0387,9.16722
1970,3,37.305,9.37847
1970,4,18.7855,12.9827
1970,5,89.9924,16.292
1970,6,77.4723,18.414
1970,7,3.56127,22.3353
1970,8,12.5228,21.0833
1970,9,5.33454,21.5789
1970,10,9.26626,16.2037
1970,11,88.3383,13.7163
1970,12,47.8913,6.25255
1971,1,183.156,7.82614
1971,2,18.9397,10.1532
1971,3,69.7404,9.11693
1971,4,141.484,12.224
1971,5,114.368,13.6929
1971,6,81.2908,17.1362
1971,7,37.3055,21.5434
1971,8,23.8692,20.1296
1971,9,4.31177,20.1742
1971,10,22.1484,18.4888
1971,11,20.1991,10.5582
1971,12,53.4446,9.13289
1972,1,145.929,6.9939
1972,2,198.445,8.71639
1972,3,109.223,9.85886
1972,4,26.1646,12.9541
1972,5,42.4718,14.3387
1972,6,14.8211,17.2362
1972,7,17.3668,21.1418
1972,8,6.03864,20.9367
1972,9,53.5484,17.7402
1972,10,161.206,14.6402
1972,11,65.1291,12.0261
1972,12,128.043,8.66931
1973,1,112.832,8.07433
1973,2,27.6338,8.53096
1973,3,36.5579,10.5393
1973,4,24.6223,13.3414
1973,5,120.269,15.6914
1973,6,29.8288,19.6179
1973,7,20.9633,20.845
1973,8,2.64958,23.2375
1973,9,30.8464,19.1981
1973,10,57.6432,15.7708
1973,11,56.6325,12.5169
1973,12,86.8096,7.69068
1974,1,140.478,9.8064
1974,2,105.442,8.92147
1974,3,65.2005,10.3939
1974,4,58.9661,11.5901
1974,5,45.843,15.8877
1974,6,94.0482,18.9734
1974,7,3.30325,22.9405
1974,8,2.07091,21.625
1974,9,14.4445,18.1845
1974,10,9.88369,13.4303
1974,11,93.4894,11.7421
1974,12,22.3097,9.60294
1975,1,91.433,9.54873
1975,2,105.016,10.1992
1975,3,157.509,9.1592
1975,4,34.0278,12.6083
1975,5,57.2454,14.5098
1975,6,21.182,18.7104
1975,7,2.93253,22.1309
1975,8,5.33063,22.3737
1975,9,54.9523,18.5155
1975,10,36.1058,16.7215
1975,11,51.0368,11.6061
1975,12,78.9772,7.43572
1976,1,44.4483,7.62235
1976,2,69.2306,9.7857
1976,3,53.2471,11.0363
1976,4,84.3654,11.5409
1976,5,18.219,15.9677
1976,6,21.9019,21.4103
1976,7,19.5748,22.5384
1976,8,37.6031,22.3614
1976,9,97.8608,18.3397
1976,10,156.296,14.2264
1976,11,104.178,9.89671
1976,12,184.359,9.772
1977,1,179.417,8.38452
1977,2,199.773,9.9923
1977,3,46.4321,11.7964
1977,4,30.5533,13.9712
1977,5,38.0135,15.1369
1977,6,63.9584,17.3848
1977,7,20.8942,19.6341
1977,8,23.3639,20.1167
1977,9,24.6278,20.867
1977,10,129.584,16.0938
1977,11,94.3482,11.1963
1977,12,206.263,11.103
1978,1,85.2051,8.26971
1978,2,197.497,10.1599
1978,3,83.48,11.0429
1978,4,98.3631,11.6396
1978,5,65.3598,14.3039
1978,6,39.6998,16.964
1978,7,0.69487,21.6565
1978,8,1.84613,22.0684
1978,9,15.5279,22.0472
1978,10,51.478,16.3862
1978,11,56.4543,12.1436
1978,12,321.646,10.725
1979,1,154.86,9.4559
1979,2,249.524,9.72182
1979,3,126.966,9.69591
1979,4,82.8596,12.062
1979,5,33.0523,15.5724
1979,6,23.6181,19.8339
1979,7,20.4496,22.3038
1979,8,2.08724,21.8832
1979,9,13.6596,19.8421
1979,10,226.147,14.7041
1979,11,38.0466,11.3409
1979,12,66.5952,9.53006
1980,1,60.1271,8.56052
1980,2,75.1025,10.0921
1980,3,92.3563,10.8737
1980,4,46.8852,13.6133
1980,5,77.5955,14.8495
1980,6,19.0993,18.8339
1980,7,11.485,21.1559
1980,8,17.3159,22.5876
1980,9,25.4049,21.4074
1980,10,68.1532,16.1559
1980,11,84.0318,11.2768
1980,12,21.5429,7.72859
1981,1,4.76327,8.64541
1981,2,47.8958,8.82057
1981,3,80.0706,12.6211
1981,4,85.4321,12.1711
1981,5,61.3712,14.6268
1981,6,12.1379,21.2409
1981,7,4.79328,22.5313
1981,8,8.11875,22.4517
1981,9,58.9592,20.1496
1981,10,60.3951,16.5016
1981,11,2.60039,14.6895
1981,12,270.161,10.3359
1982,1,84.4733,9.8228
1982,2,74.2203,9.90849
1982,3,26.3292,11.6908
1982,4,41.7395,14.0497
1982,5,30.6459,16.4122
1982,6,21.2371,19.6669
1982,7,14.4831,20.8378
1982,8,17.807,22.2539
1982,9,84.1175,20.1792
1982,10,45.319,14.8786
1982,11,121.055,11.2359
1982,12,71.707,8.33044
1983,1,6.85053,8.89951
1983,2,65.1249,7.83418
1983,3,11.616,12.8519
1983,4,133.936,11.9774
1983,5,78.3525,13.6717
1983,6,19.2652,20.4183
1983,7,9.98485,20.6907
1983,8,20.9816,21.1284
1983,9,14.8758,21.8792
1983,10,47.3231,17.5506
1983,11,238.927,14.1595
1983,12,136.731,9.9211
1984,1,81.6905,8.32077
1984,2,28.3342,8.70251
1984,3,109.168,9.36378
1984,4,80.0893,15.3408
1984,5,84.8821,12.3786
1984,6,62.6838,18.6137
1984,7,7.69985,22.1802
1984,8,13.3742,21.8255
1984,9,18.0936,19.7912
1984,10,99.5458,15.9355
1984,11,195.071,11.652
1984,12,80.63,9.67286
1985,1,176.952,6.94517
1985,2,167.21,11.0093
1985,3,48.8639,10.1978
1985,4,99.8431,13.792
1985,5,54.9914,14.7104
1985,6,29.236,19.4309
1985,7,8.47205,22.4651
1985,8,2.112,22.0541
1985,9,5.86422,22.9689
1985,10,8.33619,18.2817
1985,11,114.281,11.3708
1985,12,134.634,9.5213
1986,1,91.1367,8.16953
1986,2,168.863,8.6547
1986,3,37.9519,10.5803
1986,4,65.1645,9.92745
1986,5,26.6406,16.9631
1986,6,11.3279,19.6161
1986,7,0.6423,23.1691
1986,8,8.94449,21.037
1986,9,92.9562,20.5368
1986,10,48.3071,17.2833
1986,11,75.1877,11.8892
1986,12,58.2869,9.14357
1987,1,128.147,8.13735
1987,2,127.288,9.38451
1987,3,40.6499,12.588
1987,4,89.3273,14.0309
1987,5,10.7461,16.587
1987,6,21.3873,19.8716
1987,7,25.4253,22.3154
1987,8,25.7513,23.084
1987,9,69.1006,22.5345
1987,10,167.079,14.3721
1987,11,66.4581,11.811
1987,12,169.386,10.7582
1988,1,160.398,9.46791
1988,2,65.275,9.3269
1988,3,13.5029,11.949
1988,4,83.6703,13.0538
1988,5,96.0242,14.887
1988,6,107.505,18.0203
1988,7,43.202,21.2534
1988,8,1.16729,22.3791
1988,9,7.24188,21.4675
1988,10,100.042,16.708
1988,11,100.114,13.0218
1988,12,16.0468,8.95647
1989,1,42.2949,8.49322
1989,2,86.6563,10.4866
1989,3,46.1907,12.7549
1989,4,99.6135,11.4038
1989,5,73.7272,17.6286
1989,6,18.2923,20.474
1989,7,3.48902,24.5518
1989,8,16.4037,23.1859
1989,9,30.4563,19.6008
1989,10,112.429,18.0532
1989,11,220.925,12.7447
1989,12,312.18,11.6266
1990,1,84.039,8.36077
1990,2,31.0526,11.9853
1990,3,31.1221,13.005
1990,4,98.1066,12.4403
1990,5,22.4319,17.8136
1990,6,12.8062,19.8715
1990,7,8.09737,24.0103
1990,8,13.3229,23.7417
1990,9,28.7078,21.2784
1990,10,176.496,15.8202
1990,11,87.2911,11.2046
1990,12,64.0176,8.2319
1991,1,72.6169,8.17285
1991,2,121.69,8.00898
1991,3,133.083,11.4626
1991,4,36.1949,12.5889
1991,5,7.64806,16.7751
1991,6,18.344,20.3433
1991,7,10.9706,23.2503
1991,8,8.84016,24.1547
1991,9,44.5528,21.416
1991,10,75.9908,14.5825
1991,11,65.3396,11.4971
1991,12,51.6476,9.51794
1992,1,44.9197,7.2721
1992,2,30.4619,9.48668
1992,3,30.2294,12.3694
1992,4,66.067,14.0172
1992,5,53.2496,18.103
1992,6,49.6555,17.4307
1992,7,2.21751,23.121
1992,8,32.6046,23.1648
1992,9,38.3228,19.605
1992,10,97.3749,14.2809
1992,11,23.7257,12.7237
1992,12,118.917,10.1023
1993,1,31.4159,8.88733
1993,2,32.1553,9.56576
1993,3,44.1541,11.5021
1993,4,90.8236,12.5232
1993,5,120.647,14.8034
1993,6,28.3017,19.7864
1993,7,2.70049,22.781
1993,8,9.11811,22.2675
1993,9,75.1414,18.162
1993,10,200.624,13.6126
1993,11,123.049,10.8627
1993,12,30.1119,9.59988
1994,1,109.063,8.53354
1994,2,120.078,9.14091
1994,3,11.5734,13.5103
1994,4,34.4313,12.7125
1994,5,134.703,15.8151
1994,6,9.61744,20.5807
1994,7,6.64106,22.632
1994,8,11.5699,22.5573
1994,9,20.5604,18.7766
1994,10,82.2577,16.8243
1994,11,91.693,13.3513
1994,12,58.7475,10.3006
1995,1,82.4209,9.41146
1995,2,91.7152,10.6086
1995,3,33.2386,12.3173
1995,4,37.3199,14.6687
1995,5,48.8457,17.6904
1995,6,24.0874,19.7088
1995,7,15.6373,22.8186
1995,8,2.99372,23.1406
1995,9,43.3891,18.2677
1995,10,33.8584,18.1328
1995,11,159.906,13.7107
1995,12,246.666,10.7203
1996,1,308.424,9.39327
1996,2,100.902,8.24539
1996,3,82.8558,11.3232
1996,4,50.413,14.096
1996,5,122.176,15.6422
1996,6,8.35207,21.5355
1996,7,8.09512,22.7999
1996,8,9.41786,21.175
1996,9,62.423,18.7254
1996,10,51.9709,16.1916
1996,11,89.1016,12.0931
1996,12,256.569,9.80817
1997,1,153.099,8.24941
1997,2,11.5465,11.0999
1997,3,0.6366,14.676
1997,4,39.5846,16.1762
1997,5,112.759,16.3115
1997,6,60.1461,18.3082
1997,7,24.5032,21.5498
1997,8,27.3219,22.3803
1997,9,29.6296,21.3153
1997,10,124.828,18.2964
1997,11,293.494,12.8318
1997,12,173.247,10.0988
1998,1,79.5525,9.93278
1998,2,69.8187,11.5993
1998,3,29.4196,13.7226
1998,4,99.6084,12.2508
1998,5,100.926,15.8584
1998,6,27.7861,20.0874
1998,7,5.63181,22.6142
1998,8,4.52716,23.7085
1998,9,94.9266,20.0452
1998,10,26.077,15.9593
1998,11,38.7297,12.3729
1998,12,54.3248,8.34122
1999,1,83.4174,8.60998
1999,2,19.9808,9.08999
1999,3,86.351,11.8335
1999,4,59.2867,14.1692
1999,5,68.1578,16.9865
1999,6,8.54152,20.2617
1999,7,9.76538,23.0737
1999,8,29.7248,22.423
1999,9,114.554,19.5913
1999,10,195.753,16.2512
1999,11,33.1669,11.2475
1999,12,80.6184,9.39849
2000,1,24.4529,7.13467
2000,2,19.9215,11.5877
2000,3,31.5688,12.7842
2000,4,165.849,11.7822
2000,5,94.2929,16.7567
2000,6,7.39334,21.1745
2000,7,20.0045,21.7715
2000,8,8.53631,22.4885
2000,9,31.1335,20.4062
2000,10,62.0655,15.7005
2000,11,175.8,11.2798
2000,12,281.89,10.7351
2001,1,220.765,9.92491
2001,2,105.39,10.5749
2001,3,174.866,13.0963
2001,4,15.6249,14.0473
2001,5,55.7148,16.3796
2001,6,13.4315,21.2522
2001,7,17.9424,21.5575
2001,8,9.40341,22.4844
2001,9,51.3934,19.8173
2001,10,147.963,17.1778
2001,11,32.4444,10.4871
2001,12,38.6639,7.483
2002,1,92.0874,9.91276
2002,2,35.7856,10.5031
2002,3,113.036,12.2476
2002,4,53.1196,13.5099
2002,5,52.9259,15.2435
2002,6,25.4613,19.4895
2002,7,3.20399,21.5015
2002,8,11.7312,21.1834
2002,9,91.6866,18.9572
2002,10,113.082,16.651
2002,11,158.282,12.1451
2002,12,174.802,11.0109
2003,1,130.137,8.78032
2003,2,109.118,9.0206
2003,3,81.753,12.7642
2003,4,109.733,13.7353
2003,5,12.5645,17.7316
2003,6,18.6015,21.8859
2003,7,11.1845,22.5137
2003,8,15.7575,24.3683
2003,9,32.0807,21.1357
2003,10,199.049,15.6023
2003,11,128.858,12.3513
2003,12,97.2304,9.29943
2004,1,81.3366,10.0903
2004,2,81.0666,9.72434
2004,3,74.0707,11.0042
2004,4,31.7686,13.1631
2004,5,60.1272,15.7241
2004,6,7.24644,22.3587
2004,7,3.01281,23.1589
2004,8,36.1939,22.4285
2004,9,20.2547,20.6842
2004,10,175.29,16.4274
2004,11,40.2524,11.0235
2004,12,37.8025,8.96727
2005,1,7.81878,7.77599
2005,2,29.3662,7.4261
2005,3,57.4835,11.6378
2005,4,37.9042,14.1082
2005,5,41.6379,17.639
2005,6,7.12065,22.2908
2005,7,2.78722,22.8111
2005,8,5.03277,23.3465
2005,9,16.357,20.2758
2005,10,189.868,17.0062
2005,11,81.7416,11.2028
2005,12,65.1023,9.12872
2006,1,59.0932,7.72941
2006,2,80.169,8.47102
2006,3,118.515,12.0346
2006,4,61.788,14.6685
2006,5,15.5735,18.1572
2006,6,46.9846,21.003
2006,7,11.8121,24.0194
2006,8,20.0604,23.0275
2006,9,58.5225,21.272
2006,10,214.221,17.7763
2006,11,210.776,14.1191
2006,12,70.6383,9.48034
2007,1,42.7351,8.84231
2007,2,122.732,11.0317
2007,3,33.5661,11.661
2007,4,73.1198,13.9467
2007,5,78.8715,16.4298
2007,6,48.474,19.1498
2007,7,7.83795,22.0761
2007,8,18.5202,21.764
2007,9,54.5336,20.3106
2007,10,46.959,16.7489
2007,11,75.8634,11.9871
2007,12,37.5487,9.1086
2008,1,81.0869,10.4546
2008,2,114.798,11.663
2008,3,37.8658,11.7732
2008,4,159.756,14.4131
2008,5,99.2654,15.413
2008,6,12.9155,20.8509
2008,7,3.25218,22.1493
2008,8,10.5305,22.3815
2008,9,44.6401,19.4993
2008,10,97.4766,15.8273
2008,11,43.7716,10.4801
2008,12,99.6123,8.64142
2009,1,154.594,8.38616
2009,2,72.5024,9.60579
2009,3,21.4556,13.104
2009,4,51.676,12.8029
2009,5,31.2847,17.4444
2009,6,41.6655,21.2111
2009,7,9.40236,22.3856
2009,8,5.11718,23.7448
2009,9,16.8021,21.2708
2009,10,101.65,18.5633
2009,11,92.9125,13.3436
2009,12,279.963,9.42478
2010,1,174.804,8.76062
2010,2,255.278,8.88719
2010,3,152.444,10.9792
2010,4,86.416,14.7977
2010,5,53.5833,16.2606
2010,6,52.0097,19.9268
2010,7,6.3189,23.9414
2010,8,3.78036,24.182
2010,9,28.9186,20.7084
2010,10,155.597,16.2331
2010,11,112.067,11.5436
2010,12,221.912,9.06998
2011,1,105.043,9.03301
2011,2,101.692,9.71835
2011,3,107.167,11.1973
2011,4,95.3624,15.5931
2011,5,75.8726,17.9087
2011,6,11.8507,20.5694
2011,7,5.19655,22.0239
2011,8,30.4483,23.0515
2011,9,21.6886,21.2982
2011,10,76.1674,18.2558
2011,11,159.545,12.6062
2011,12,29.2146,9.32371
2012,1,24.7041,8.73142
2012,2,5.51774,8.53323
2012,3,31.1008,12.5448
2012,4,87.55,12.2068
2012,5,63.5561,17.7178
2012,6,12.363,21.1341
2012,7,6.53035,22.2697
2012,8,9.79365,23.2472
2012,9,59.8914,20.9686
2012,10,135.037,16.7284
2012,11,159.022,11.9861
2012,12,131.614,10.0433
2013,1,125.452,9.56162
2013,2,90.0023,9.00622
2013,3,251.109,11.3403
2013,4,58.6348,13.2871
2013,5,33.2149,15.071
2013,6,11.7976,19.7205
2013,7,7.67252,23.3212
2013,8,2.5212,23.5206
2013,9,55.5839,21.327
2013,10,168.938,17.6376
2013,11,24.5594,11.6936
2013,12,104.449,9.06378
2014,1,162.812,9.93155
2014,2,153.222,9.6012
2014,3,61.086,11.9699
2014,4,63.2474,14.7329
2014,5,33.0607,16.9932
2014,6,30.3,20.2223
2014,7,18.0485,21.8949
2014,8,4.47966,22.5655
2014,9,106.585,21.1723
2014,10,114.538,18.6141
2014,11,190.317,12.8757
2014,12,34.7298,9.09349
2015,1,72.5913,8.62872
2015,2,32.2704,8.88652
2015,3,32.0005,11.5485
2015,4,75.7677,14.4668
2015,5,15.2693,17.8698
2015,6,32.1918,21.2303
2015,7,4.68733,23.6022
2015,8,8.61285,22.8537
2015,9,24.6181,19.7688
2015,10,152.543,16.8756
2015,11,42.4647,13.4716
2015,12,52.3574,10.9685
2016,1,177.236,10.5401
2016,2,108.843,10.1133
2016,3,68.4447,10.7139
2016,4,131.191,12.8616
2016,5,120.11,16.1185
2016,6,8.04484,20.7082
2016,7,11.6186,22.9819
2016,8,3.82172,23.8041
2016,9,21.8163,21.2325
2016,10,84.7801,17.3209
2016,11,117.796,12.0073
2016,12,74.7653,10.0761
